query,page,clicks,impressions,ctr,position
cajas de lapiceras bic,https://districomp.com.uy/p/lapicera-cristal-azul-caja-x-50-bic/424/424,0,2,0.0,9.5
cajas de oficina,https://districomp.com.uy/papeleria-y-oficina/archivo-y-clasificacion/cajas-para-archivo/1,0,4,0.0,9.75
cajas lapiceras de plastico,https://districomp.com.uy/p/lapicera-cristal-azul-caja-x-50-bic/424/424,0,3,0.0,42.0
cajas multiuso,https://districomp.com.uy/p/caja-multiuso-polibras-lisa-roja-45-x-33-5-x-25-5cm/4147/4147,0,2,0.0,13.0
cajas para archivar,https://districomp.com.uy/papeleria-y-oficina/archivo-y-clasificacion/cajas-para-archivo/1,0,9,0.0,28.11111111111111
cajas para archivar carpetas,https://districomp.com.uy/papeleria-y-oficina/archivo-y-clasificacion/cajas-para-archivo/1,0,2,0.0,55.5
cajas para archivar documentos,https://districomp.com.uy/papeleria-y-oficina/archivo-y-clasificacion/cajas-para-archivo/1,0,1,0.0,94.0
cajas para archivar papeles,https://districomp.com.uy/papeleria-y-oficina/archivo-y-clasificacion/cajas-para-archivo/1,0,3,0.0,51.0
cajas para cucarachas,https://districomp.com.uy/p/trampa-para-cucarachas-en-gel-x6-jupiter/1260/1260,0,1,0.0,1.0
cajas para documentos,https://districomp.com.uy/papeleria-y-oficina/archivo-y-clasificacion/cajas-para-archivo/1,0,3,0.0,11.666666666666666
cajas para lapiceras,https://districomp.com.uy/p/lapicera-cristal-azul-caja-x-50-bic/424/424,0,5,0.0,5.2
cajas para oficina,https://districomp.com.uy/papeleria-y-oficina/archivo-y-clasificacion/cajas-para-archivo/1,0,260,0.0,58.73461538461538
cajas para veneno de ratas,https://districomp.com.uy/p/veneno-para-ratas-25g-jupiter/1258/1258,0,1,0.0,11.0
cajita de metal con llave,https://districomp.com.uy/p/caja-cofre-de-seguridad-metalica-con-llave-125-x-95mm/429/429,0,1,0.0,9.0
cajones,https://districomp.com.uy/papeleria-y-oficina/organizacion-de-escritorio/cajones-y-cofres/1,0,3,0.0,85.66666666666667
cal cientifica,https://districomp.com.uy/p/calculadora-cientifica-deli-dl-1710-/829/829,0,1,0.0,11.0
calado metal,https://districomp.com.uy/p/porta-lapiz-metal-calado-cuadrado-gris/328/328,0,1,0.0,10.0
calcuadora cientifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,11.0
calcualdora cientifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,11.0
calcukadora cientifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,10.0
calculadora 82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,6.0
calculadora 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,10,0.0,8.0
calculadora astral,https://districomp.com.uy/p/cinta-calculadora-rojo-y-negro-para-casio/925/925,0,1,0.0,94.0
calculadora blanca,https://districomp.com.uy/p/calculadora-casio-hr-8rc-blanca-con-rollo/5864/5860,0,1,0.0,11.0
calculadora bolsillo,https://districomp.com.uy/p/calculadora-de-bolsillo-casio-hl-815l/707/707,0,1,0.0,8.0
calculadora casio,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,41.0
calculadora casio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,5,0.0,10.2
calculadora casio 150,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,5.0
calculadora casio 82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,5.0
calculadora casio 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,2,0.0,9.0
calculadora casio cientifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,6.5
calculadora casio cientifica fx 82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,8,0.0,86.25
calculadora casio cientifica fx-82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,10.0
calculadora casio cientifica fx-95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,6.0
calculadora casio con papel,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,1,0.0,6.0
calculadora casio con papel,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,7,0.0,16.142857142857142
calculadora casio con rollo,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,3,0.0,6.333333333333333
calculadora casio con rollo,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,6,0.0,3.5
calculadora casio con rollo de papel,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,2,0.0,5.5
calculadora casio dr-120r,https://districomp.com.uy/p/calculadora-con-impresora-casio-dr-120r-bk/709/709,0,2,0.0,4.0
calculadora casio fc 100,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,2,0.0,31.0
calculadora casio fc-100v,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,1,0.0,5.0
calculadora casio fx,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,18.5
calculadora casio fx,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,5.0
calculadora casio fx 82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,5,0.0,20.4
calculadora casio fx 82 ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,8.0
calculadora casio fx 82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,18,0.0,77.83333333333333
calculadora casio fx 82ms precio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,4.0
calculadora casio fx 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,26,0.0,18.346153846153847
calculadora casio fx 95 ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,9.0
calculadora casio fx 95 online,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,11.0
calculadora casio fx-95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,9,0.0,8.222222222222221
calculadora casio fx82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,9.0
calculadora casio fx82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,9,0.0,59.44444444444444
calculadora casio fx95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,7.0
calculadora casio hl 815l,https://districomp.com.uy/p/calculadora-de-bolsillo-casio-hl-815l/707/707,0,4,0.0,5.25
calculadora casio hl-815l,https://districomp.com.uy/p/calculadora-de-bolsillo-casio-hl-815l/707/707,0,3,0.0,3.0
calculadora casio hl-815l precio,https://districomp.com.uy/p/calculadora-de-bolsillo-casio-hl-815l/707/707,0,1,0.0,3.0
calculadora casio hr,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,1,0.0,7.0
calculadora casio hr,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,8.0
calculadora casio hr 100,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,6,0.0,20.166666666666668
calculadora casio hr 100rc,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,5.0
calculadora casio hr 150,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,4,0.0,8.0
calculadora casio hr 150rc,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,2,0.0,4.5
calculadora casio hr 8rc,https://districomp.com.uy/p/calculadora-casio-hr-8rc-blanca-con-rollo/5864/5860,0,4,0.0,6.5
calculadora casio hr 8rc,https://districomp.com.uy/p/calculadora-casio-hr-8tmbk-con-rollo/5511/5507,0,4,0.0,7.5
calculadora casio hr-100rc,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,6,0.0,4.166666666666666
calculadora casio hr-100rc,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,7.0
calculadora casio hr-100rc p--error,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,1,0.0,20.0
calculadora casio hr-150rc,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,3,0.0,3.6666666666666665
calculadora casio hr-8rc,https://districomp.com.uy/p/calculadora-casio-hr-8rc-blanca-con-rollo/5864/5860,0,2,0.0,25.0
calculadora casio hr-8rc,https://districomp.com.uy/p/calculadora-casio-hr-8tmbk-con-rollo/5511/5507,0,1,0.0,6.0
calculadora casio hr8rc,https://districomp.com.uy/p/calculadora-casio-hr-8rc-blanca-con-rollo/5864/5860,0,2,0.0,5.0
calculadora casio hr8rc,https://districomp.com.uy/p/calculadora-casio-hr-8tmbk-con-rollo/5511/5507,0,2,0.0,6.0
calculadora casio online cientifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,30.0
calculadora cassio,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,43.0
calculadora cassio fx,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,11.0
calculadora cassio fx,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,5.0
calculadora celeste,https://districomp.com.uy/p/calculadora-de-escritorio-celeste-deli-e1589-/845/845,0,2,0.0,5.0
calculadora cientifa,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,31.0
calculadora cientifca,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,17.0
calculadora cientific,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,11.0
calculadora cientifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,208,0.0,10.725961538461538
calculadora cientifica,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,6,0.0,34.0
calculadora cientifica,https://districomp.com.uy/p/calculadora-cientifica-deli-dl-1710-/829/829,0,5,0.0,11.0
calculadora cientifica,https://districomp.com.uy/p/calculadora-cientifica-deli-e1720/6485/6481,0,2,0.0,9.0
calculadora cientifica 82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,6,0.0,7.166666666666667
calculadora cientifica 82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,5.0
calculadora cientifica 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,9,0.0,8.666666666666668
calculadora cientifica cacio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,11.0
calculadora cientifica casio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,5,0.0,95.2
calculadora cientifica casio 82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,6.0
calculadora cientifica casio 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,7,0.0,11.0
calculadora cientifica casio fx,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,3,0.0,6.666666666666667
calculadora cientifica casio fx,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,9.0
calculadora cientifica casio fx 82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,3,0.0,8.333333333333332
calculadora cientifica casio fx 82 ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,72.0
calculadora cientifica casio fx 82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,24,0.0,70.20833333333333
calculadora cientifica casio fx 95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,8,0.0,33.75
calculadora cientifica casio fx-82ms en linea,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,10.0
calculadora cientifica casio fx-82ms online,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,45.0
calculadora cientifica casio fx-82ms precio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,6.0
calculadora cientifica casio fx-95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,14.0
calculadora cientifica casio fx-95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,11,0.0,25.181818181818183
calculadora cientifica casio precio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,6.0
calculadora cientifica cassio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,6,0.0,8.0
calculadora cientifica colores,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,5,0.0,20.2
calculadora cientifica de colores,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,3,0.0,15.666666666666666
calculadora cientifica deli,https://districomp.com.uy/p/calculadora-cientifica-deli-dl-1710-/829/829,0,2,0.0,6.5
calculadora cientifica deli,https://districomp.com.uy/p/calculadora-cientifica-deli-ed82es/1173/1173,0,5,0.0,3.4
calculadora cientifica fx 82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,4,0.0,8.25
calculadora cientifica fx 82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,10.0
calculadora cientifica fx 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,8,0.0,7.5
calculadora cientifica fx 95ms precio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,3,0.0,2.333333333333333
calculadora cientifica fx-82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,99.0
calculadora cientifica fx-95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,2,0.0,9.0
calculadora cientifica fx82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,5.0
calculadora cientifica online,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,31.5
calculadora cientifica online,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,1,0.0,30.0
calculadora cientifica online,https://districomp.com.uy/p/calculadora-cientifica-deli-e1720/6485/6481,0,1,0.0,51.0
calculadora cientifica rosada,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,8.0
calculadora cientifica uruguay,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,4,0.0,13.25
calculadora cientifica.,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,10.0
calculadora cientifica.,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,2,0.0,11.5
calculadora cientificacasio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,8.0
calculadora cientifuca,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,23.0
calculadora cientufuca,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,12.0
calculadora científica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,3,0.0,12.666666666666666
calculadora científica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,9,0.0,12.555555555555555
calculadora científica,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,2,0.0,45.5
calculadora científica 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,7.0
calculadora científica casio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,14,0.0,10.142857142857142
calculadora científica casio fx,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,9.0
calculadora científica casio fx 82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,10,0.0,48.8
calculadora científica casio fx 82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,4,0.0,22.25
calculadora científica casio fx 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,13,0.0,9.692307692307692
calculadora científica casio fx-82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,3.0
calculadora científica casio fx-82ms online,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,29.0
calculadora científica casio fx-95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,7.0
calculadora científica casio fx-95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,4,0.0,8.0
calculadora científica casio fx82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,4.0
calculadora científica casio fx82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,44.5
calculadora científica online,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,40.0
calculadora científica precio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,21.5
calculadora científica precio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,33.0
calculadora científica precio uruguay,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,3,0.0,16.666666666666664
calculadora coentifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,11.0
calculadora colores,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,2,0.0,10.0
calculadora con cinta de papel,https://districomp.com.uy/p/cinta-calculadora-rojo-y-negro-para-casio/925/925,0,3,0.0,5.666666666666667
calculadora con papel,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,13,0.0,15.846153846153847
calculadora con papel casio,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,2,0.0,5.5
calculadora con papel casio,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,4,0.0,18.5
calculadora con rollo de papel casio,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,35,0.0,7.457142857142857
calculadora con rollo de papel precios,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,11,0.0,18.363636363636363
calculadora de bolsillo,https://districomp.com.uy/p/calculadora-de-bolsillo-casio-hl-815l/707/707,0,2,0.0,9.5
calculadora de bolsillo casio,https://districomp.com.uy/p/calculadora-de-bolsillo-casio-hl-815l/707/707,0,4,0.0,6.75
calculadora de cinta,https://districomp.com.uy/p/cinta-calculadora-rojo-y-negro-para-casio/925/925,0,1,0.0,28.0
calculadora de colores,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,1,0.0,87.0
calculadora de escritorio,https://districomp.com.uy/p/calculadora-de-escritorio-casio-ms-10-f-w/5507/5503,0,1,0.0,9.0
calculadora de escritorio,https://districomp.com.uy/p/calculadora-de-escritorio-casio-mx-8-b/6336/6332,0,1,0.0,10.0
calculadora de escritorio,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,1,0.0,8.0
calculadora de escritorio casio,https://districomp.com.uy/p/calculadora-de-escritorio-casio-ms-10-f-w/5507/5503,0,1,0.0,8.0
calculadora de escritorio con papel,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,6,0.0,6.833333333333333
calculadora de escritorio con papel,https://districomp.com.uy/p/calculadora-de-escritorio-rosada-deli-e1589/825/825,0,2,0.0,3.0
calculadora de escritorio con papel,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,2,0.0,6.0
calculadora de informatica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,4,0.0,47.5
calculadora de informatica,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,5,0.0,19.2
calculadora de informatica,https://districomp.com.uy/p/calculadora-cientifica-deli-dl-1710-/829/829,0,1,0.0,58.0
calculadora de informatica,https://districomp.com.uy/p/calculadora-cientifica-deli-e1720/6485/6481,0,1,0.0,8.0
calculadora de informatica,https://districomp.com.uy/p/calculadora-de-escritorio-casio-ms-10-f-w/5507/5503,0,1,0.0,11.0
calculadora de informatica,https://districomp.com.uy/p/calculadora-de-escritorio-deli-e1210/826/826,0,1,0.0,67.0
calculadora de informatica,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,7,0.0,14.857142857142858
calculadora de limpieza de casas,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,95.0
calculadora de oficina,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,3,0.0,8.666666666666668
calculadora de papel,https://districomp.com.uy/p/rollo-para-calculadora-70x44x13/965/965,0,6,0.0,94.83333333333333
calculadora de papel mas papeles,https://districomp.com.uy/papeles/rollos/rollos-de-calculadoras/1,0,1,0.0,61.0
calculadora de papel sa,https://districomp.com.uy/p/rollo-para-calculadora-70x44x13/965/965,0,1,0.0,76.0
calculadora de rollo,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,3,0.0,3.6666666666666665
calculadora de w,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,73.0
calculadora deli,https://districomp.com.uy/p/calculadora-cientifica-deli-dl-1710-/829/829,0,3,0.0,6.666666666666667
calculadora deli,https://districomp.com.uy/p/calculadora-cientifica-deli-ed82es/1173/1173,0,7,0.0,5.857142857142857
calculadora deli,https://districomp.com.uy/p/calculadora-de-escritorio-deli-e1210/826/826,0,2,0.0,7.0
calculadora escritorio,https://districomp.com.uy/p/calculadora-de-escritorio-casio-ms-10-f-w/5507/5503,0,3,0.0,8.0
calculadora fc,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,1,0.0,11.0
calculadora fc-100v,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,1,0.0,6.0
calculadora fientifica,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,18.0
calculadora financiera,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,72,0.0,11.305555555555555
calculadora financiera casio,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,29,0.0,12.758620689655173
calculadora financiera casio fc-100v,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,1,0.0,73.0
calculadora financiera online,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,11,0.0,90.45454545454545
calculadora financiera online casio,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,2,0.0,49.5
calculadora fx 95,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,1,0.0,11.0
calculadora fx 95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,9,0.0,7.888888888888889
calculadora fx-82ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,2,0.0,39.0
calculadora fx-95ms,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-95ms-2-w/724/724,0,9,0.0,7.555555555555555
calculadora fx82,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,6.0
calculadora gtm,https://districomp.com.uy/p/calculadora-cientifica-deli-dl-1710-/829/829,0,1,0.0,9.0
calculadora gtm,https://districomp.com.uy/p/calculadora-de-escritorio-casio-df-120bmw/5506/5502,0,20,0.0,13.6
calculadora hp 12,https://districomp.com.uy/p/toner-compatible-hp-q-2612-12a-ameriprint/2972/2972,0,1,0.0,17.0
calculadora hr 100rc,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,2,0.0,3.0
calculadora hr 100rc,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,10.0
calculadora hr-8rc,https://districomp.com.uy/p/calculadora-casio-hr-8rc-blanca-con-rollo/5864/5860,0,1,0.0,50.0
calculadora igm,https://districomp.com.uy/p/calculadora-cientifica-deli-dl-1710-/829/829,0,1,0.0,10.0
calculadora informatica,https://districomp.com.uy/p/calculadora-cientifica-colores-e1710a-/1158/1158,0,5,0.0,10.6
calculadora informatica,https://districomp.com.uy/p/calculadora-de-bolsillo-casio-hl-815l/707/707,0,1,0.0,10.0
calculadora informatica,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,1,0.0,9.0
calculadora iva uruguay,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,1,0.0,69.0
calculadora mas papeles,https://districomp.com.uy/p/calculadora-casio-hr-8rc-blanca-con-rollo/5864/5860,0,1,0.0,65.0
calculadora mas papeles,https://districomp.com.uy/p/calculadora-financiera-casio-fc-100v-/5508/5504,0,3,0.0,79.0
calculadora naranja pos,https://districomp.com.uy/p/cinta-calculadora-rojo-y-negro-para-casio/925/925,0,10,0.0,43.8
calculadora normal precio,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,11.0
calculadora oficina,https://districomp.com.uy/papeleria-y-oficina/maquinas-de-oficina/calculadoras/1,0,1,0.0,8.0
calculadora papel,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,12,0.0,10.083333333333334
calculadora para imprimir,https://districomp.com.uy/p/calculadora-casio-hr-150rc-con-rollo/736/736,0,1,0.0,6.0
calculadora rollo,https://districomp.com.uy/p/calculadora-casio-hr-100rc-con-rollo/5509/5505,0,1,0.0,5.0
calculadora rosa,https://districomp.com.uy/p/calculadora-de-escritorio-rosa-deli-em01541/6309/6305,0,2,0.0,8.5
calculadora rosa online,https://districomp.com.uy/p/calculadora-de-escritorio-rosa-deli-em01541/6309/6305,0,5,0.0,60.0
calculadora rosada,https://districomp.com.uy/p/calculadora-de-escritorio-rosa-deli-em01541/6309/6305,0,1,0.0,3.0
calculadora rosada,https://districomp.com.uy/p/calculadora-de-escritorio-rosada-deli-e1589/825/825,0,2,0.0,10.5
calculadora sientifica casio,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,7.0
calculadora supa,https://districomp.com.uy/p/calculadora-cientifica-casio-fx-82ms/723/723,0,1,0.0,11.0
calculadora verde,https://districomp.com.uy/p/calculadora-de-escritorio-verde-deli-e1589/1152/1152,0,5,0.0,8.8
